compress_at_step,compression_ratio,compress_scale,seed,original_path,compressed_path,PSNR,SSIM
6,0.4,2.5,52,original_seed52.png,step6_ratio0.4_seed52_compressed.png,30.11,0.9589
6,0.4,2.5,53,original_seed53.png,step6_ratio0.4_seed53_compressed.png,27.42,0.9416
6,0.4,2.5,54,original_seed54.png,step6_ratio0.4_seed54_compressed.png,28.52,0.9497
6,0.4,2.5,55,original_seed55.png,step6_ratio0.4_seed55_compressed.png,30.75,0.9608
6,0.4,2.5,56,original_seed56.png,step6_ratio0.4_seed56_compressed.png,28.18,0.9464
6,0.4,2.5,57,original_seed57.png,step6_ratio0.4_seed57_compressed.png,28.14,0.9474
6,0.4,2.5,58,original_seed58.png,step6_ratio0.4_seed58_compressed.png,27.31,0.9383
6,0.4,2.5,59,original_seed59.png,step6_ratio0.4_seed59_compressed.png,28.06,0.9372
6,0.4,2.5,60,original_seed60.png,step6_ratio0.4_seed60_compressed.png,29.0,0.949
6,0.4,2.5,61,original_seed61.png,step6_ratio0.4_seed61_compressed.png,26.4,0.9386
6,0.4,2.5,62,original_seed62.png,step6_ratio0.4_seed62_compressed.png,28.27,0.9424
6,0.4,2.5,63,original_seed63.png,step6_ratio0.4_seed63_compressed.png,27.09,0.9202
6,0.4,2.5,64,original_seed64.png,step6_ratio0.4_seed64_compressed.png,27.2,0.9347
6,0.4,2.5,65,original_seed65.png,step6_ratio0.4_seed65_compressed.png,28.15,0.9512
6,0.4,2.5,66,original_seed66.png,step6_ratio0.4_seed66_compressed.png,28.46,0.9552
6,0.4,2.5,67,original_seed67.png,step6_ratio0.4_seed67_compressed.png,29.81,0.9505
6,0.4,2.5,68,original_seed68.png,step6_ratio0.4_seed68_compressed.png,26.88,0.9386
6,0.4,2.5,69,original_seed69.png,step6_ratio0.4_seed69_compressed.png,28.43,0.953
6,0.4,2.5,70,original_seed70.png,step6_ratio0.4_seed70_compressed.png,28.4,0.9488
6,0.4,2.5,71,original_seed71.png,step6_ratio0.4_seed71_compressed.png,28.8,0.9439
6,0.4,2.5,72,original_seed72.png,step6_ratio0.4_seed72_compressed.png,30.99,0.9613
6,0.4,2.5,73,original_seed73.png,step6_ratio0.4_seed73_compressed.png,25.62,0.9238
6,0.4,2.5,74,original_seed74.png,step6_ratio0.4_seed74_compressed.png,28.66,0.9531
6,0.4,2.5,75,original_seed75.png,step6_ratio0.4_seed75_compressed.png,30.1,0.9572
6,0.4,2.5,76,original_seed76.png,step6_ratio0.4_seed76_compressed.png,29.85,0.9574
6,0.4,2.5,77,original_seed77.png,step6_ratio0.4_seed77_compressed.png,26.84,0.9445
6,0.4,2.5,78,original_seed78.png,step6_ratio0.4_seed78_compressed.png,30.15,0.9496
6,0.4,2.5,79,original_seed79.png,step6_ratio0.4_seed79_compressed.png,29.25,0.9503
6,0.4,2.5,80,original_seed80.png,step6_ratio0.4_seed80_compressed.png,28.66,0.9552
6,0.4,2.5,81,original_seed81.png,step6_ratio0.4_seed81_compressed.png,27.86,0.9364
6,0.4,2.5,82,original_seed82.png,step6_ratio0.4_seed82_compressed.png,29.72,0.9542
6,0.4,2.5,83,original_seed83.png,step6_ratio0.4_seed83_compressed.png,29.0,0.9548
6,0.4,2.5,84,original_seed84.png,step6_ratio0.4_seed84_compressed.png,29.04,0.9424
6,0.4,2.5,85,original_seed85.png,step6_ratio0.4_seed85_compressed.png,28.25,0.9377
6,0.4,2.5,86,original_seed86.png,step6_ratio0.4_seed86_compressed.png,28.1,0.9528
6,0.4,2.5,87,original_seed87.png,step6_ratio0.4_seed87_compressed.png,27.22,0.9385
6,0.4,2.5,88,original_seed88.png,step6_ratio0.4_seed88_compressed.png,27.15,0.9301
6,0.4,2.5,89,original_seed89.png,step6_ratio0.4_seed89_compressed.png,29.49,0.955
6,0.4,2.5,90,original_seed90.png,step6_ratio0.4_seed90_compressed.png,28.58,0.9516
6,0.4,2.5,91,original_seed91.png,step6_ratio0.4_seed91_compressed.png,27.67,0.9407
6,0.33,3.03,42,original_seed42.png,step6_ratio0.33_seed42_compressed.png,30.74,0.966
6,0.33,3.03,43,original_seed43.png,step6_ratio0.33_seed43_compressed.png,31.75,0.9705
6,0.33,3.03,44,original_seed44.png,step6_ratio0.33_seed44_compressed.png,30.0,0.9618
6,0.33,3.03,45,original_seed45.png,step6_ratio0.33_seed45_compressed.png,28.61,0.946
6,0.33,3.03,46,original_seed46.png,step6_ratio0.33_seed46_compressed.png,30.75,0.9712
6,0.33,3.03,47,original_seed47.png,step6_ratio0.33_seed47_compressed.png,28.47,0.9571
6,0.33,3.03,48,original_seed48.png,step6_ratio0.33_seed48_compressed.png,27.59,0.9493
6,0.33,3.03,49,original_seed49.png,step6_ratio0.33_seed49_compressed.png,31.45,0.9633
6,0.33,3.03,50,original_seed50.png,step6_ratio0.33_seed50_compressed.png,29.27,0.9572
6,0.33,3.03,51,original_seed51.png,step6_ratio0.33_seed51_compressed.png,28.3,0.946
6,0.33,3.03,52,original_seed52.png,step6_ratio0.33_seed52_compressed.png,26.94,0.9481
6,0.33,3.03,53,original_seed53.png,step6_ratio0.33_seed53_compressed.png,27.43,0.95
6,0.33,3.03,54,original_seed54.png,step6_ratio0.33_seed54_compressed.png,30.12,0.9654
6,0.33,3.03,55,original_seed55.png,step6_ratio0.33_seed55_compressed.png,31.06,0.9617
6,0.33,3.03,56,original_seed56.png,step6_ratio0.33_seed56_compressed.png,28.09,0.9545
6,0.33,3.03,57,original_seed57.png,step6_ratio0.33_seed57_compressed.png,29.55,0.9572
6,0.33,3.03,58,original_seed58.png,step6_ratio0.33_seed58_compressed.png,28.07,0.951
6,0.33,3.03,59,original_seed59.png,step6_ratio0.33_seed59_compressed.png,29.39,0.9383
6,0.33,3.03,60,original_seed60.png,step6_ratio0.33_seed60_compressed.png,28.94,0.9589
6,0.33,3.03,61,original_seed61.png,step6_ratio0.33_seed61_compressed.png,28.3,0.9554
6,0.33,3.03,62,original_seed62.png,step6_ratio0.33_seed62_compressed.png,28.53,0.948
6,0.33,3.03,63,original_seed63.png,step6_ratio0.33_seed63_compressed.png,30.23,0.952
6,0.33,3.03,64,original_seed64.png,step6_ratio0.33_seed64_compressed.png,29.24,0.9506
6,0.33,3.03,65,original_seed65.png,step6_ratio0.33_seed65_compressed.png,28.51,0.9531
6,0.33,3.03,66,original_seed66.png,step6_ratio0.33_seed66_compressed.png,28.49,0.9618
6,0.33,3.03,67,original_seed67.png,step6_ratio0.33_seed67_compressed.png,29.41,0.9572
6,0.33,3.03,68,original_seed68.png,step6_ratio0.33_seed68_compressed.png,28.26,0.9565
6,0.33,3.03,69,original_seed69.png,step6_ratio0.33_seed69_compressed.png,30.26,0.9515
6,0.33,3.03,70,original_seed70.png,step6_ratio0.33_seed70_compressed.png,29.28,0.9563
6,0.33,3.03,71,original_seed71.png,step6_ratio0.33_seed71_compressed.png,28.51,0.945
6,0.33,3.03,72,original_seed72.png,step6_ratio0.33_seed72_compressed.png,30.79,0.9675
6,0.33,3.03,73,original_seed73.png,step6_ratio0.33_seed73_compressed.png,27.21,0.9417
6,0.33,3.03,74,original_seed74.png,step6_ratio0.33_seed74_compressed.png,30.59,0.9676
6,0.33,3.03,75,original_seed75.png,step6_ratio0.33_seed75_compressed.png,31.64,0.9688
6,0.33,3.03,76,original_seed76.png,step6_ratio0.33_seed76_compressed.png,30.02,0.9621
6,0.33,3.03,77,original_seed77.png,step6_ratio0.33_seed77_compressed.png,29.58,0.9625
6,0.33,3.03,78,original_seed78.png,step6_ratio0.33_seed78_compressed.png,32.38,0.9657
6,0.33,3.03,79,original_seed79.png,step6_ratio0.33_seed79_compressed.png,28.87,0.9467
6,0.33,3.03,80,original_seed80.png,step6_ratio0.33_seed80_compressed.png,28.31,0.9548
6,0.33,3.03,81,original_seed81.png,step6_ratio0.33_seed81_compressed.png,29.25,0.9572
6,0.33,3.03,82,original_seed82.png,step6_ratio0.33_seed82_compressed.png,30.15,0.9598
6,0.33,3.03,83,original_seed83.png,step6_ratio0.33_seed83_compressed.png,30.35,0.9672
6,0.33,3.03,84,original_seed84.png,step6_ratio0.33_seed84_compressed.png,29.9,0.958
6,0.33,3.03,85,original_seed85.png,step6_ratio0.33_seed85_compressed.png,29.47,0.9583
6,0.33,3.03,86,original_seed86.png,step6_ratio0.33_seed86_compressed.png,27.8,0.951
6,0.33,3.03,87,original_seed87.png,step6_ratio0.33_seed87_compressed.png,28.12,0.9537
6,0.33,3.03,88,original_seed88.png,step6_ratio0.33_seed88_compressed.png,29.55,0.9577
6,0.33,3.03,89,original_seed89.png,step6_ratio0.33_seed89_compressed.png,30.1,0.9587
6,0.33,3.03,90,original_seed90.png,step6_ratio0.33_seed90_compressed.png,29.07,0.9621
6,0.33,3.03,91,original_seed91.png,step6_ratio0.33_seed91_compressed.png,28.88,0.9534
6,0.25,4.0,42,original_seed42.png,step6_ratio0.25_seed42_compressed.png,32.45,0.9736
6,0.25,4.0,43,original_seed43.png,step6_ratio0.25_seed43_compressed.png,30.72,0.9723
6,0.25,4.0,44,original_seed44.png,step6_ratio0.25_seed44_compressed.png,31.99,0.9748
6,0.25,4.0,45,original_seed45.png,step6_ratio0.25_seed45_compressed.png,29.98,0.9602
6,0.25,4.0,46,original_seed46.png,step6_ratio0.25_seed46_compressed.png,31.13,0.9753
6,0.25,4.0,47,original_seed47.png,step6_ratio0.25_seed47_compressed.png,31.79,0.9712
6,0.25,4.0,48,original_seed48.png,step6_ratio0.25_seed48_compressed.png,28.47,0.9552
6,0.25,4.0,49,original_seed49.png,step6_ratio0.25_seed49_compressed.png,33.22,0.9779
6,0.25,4.0,50,original_seed50.png,step6_ratio0.25_seed50_compressed.png,32.68,0.9748
6,0.25,4.0,51,original_seed51.png,step6_ratio0.25_seed51_compressed.png,30.04,0.9617
6,0.25,4.0,52,original_seed52.png,step6_ratio0.25_seed52_compressed.png,30.97,0.9701
6,0.25,4.0,53,original_seed53.png,step6_ratio0.25_seed53_compressed.png,29.66,0.9707
6,0.25,4.0,54,original_seed54.png,step6_ratio0.25_seed54_compressed.png,32.58,0.9762
6,0.25,4.0,55,original_seed55.png,step6_ratio0.25_seed55_compressed.png,33.27,0.9758
6,0.25,4.0,56,original_seed56.png,step6_ratio0.25_seed56_compressed.png,28.93,0.9652
6,0.25,4.0,57,original_seed57.png,step6_ratio0.25_seed57_compressed.png,31.2,0.9668
6,0.25,4.0,58,original_seed58.png,step6_ratio0.25_seed58_compressed.png,30.19,0.9645
6,0.25,4.0,59,original_seed59.png,step6_ratio0.25_seed59_compressed.png,31.74,0.9682
6,0.25,4.0,60,original_seed60.png,step6_ratio0.25_seed60_compressed.png,31.16,0.9731
6,0.25,4.0,61,original_seed61.png,step6_ratio0.25_seed61_compressed.png,30.47,0.9708
6,0.25,4.0,62,original_seed62.png,step6_ratio0.25_seed62_compressed.png,30.96,0.9645
6,0.25,4.0,63,original_seed63.png,step6_ratio0.25_seed63_compressed.png,30.06,0.9597
6,0.25,4.0,64,original_seed64.png,step6_ratio0.25_seed64_compressed.png,31.4,0.9672
6,0.25,4.0,65,original_seed65.png,step6_ratio0.25_seed65_compressed.png,32.13,0.976
6,0.25,4.0,66,original_seed66.png,step6_ratio0.25_seed66_compressed.png,30.08,0.9715
6,0.25,4.0,67,original_seed67.png,step6_ratio0.25_seed67_compressed.png,31.61,0.9694
6,0.25,4.0,68,original_seed68.png,step6_ratio0.25_seed68_compressed.png,30.15,0.9642
6,0.25,4.0,69,original_seed69.png,step6_ratio0.25_seed69_compressed.png,32.78,0.9777
6,0.25,4.0,70,original_seed70.png,step6_ratio0.25_seed70_compressed.png,30.52,0.9697
6,0.25,4.0,71,original_seed71.png,step6_ratio0.25_seed71_compressed.png,30.11,0.961
6,0.25,4.0,72,original_seed72.png,step6_ratio0.25_seed72_compressed.png,31.99,0.973
6,0.25,4.0,73,original_seed73.png,step6_ratio0.25_seed73_compressed.png,28.14,0.9507
6,0.25,4.0,74,original_seed74.png,step6_ratio0.25_seed74_compressed.png,30.37,0.9712
6,0.25,4.0,75,original_seed75.png,step6_ratio0.25_seed75_compressed.png,33.32,0.9796
6,0.25,4.0,76,original_seed76.png,step6_ratio0.25_seed76_compressed.png,32.11,0.9749
6,0.25,4.0,77,original_seed77.png,step6_ratio0.25_seed77_compressed.png,31.8,0.9762
6,0.25,4.0,78,original_seed78.png,step6_ratio0.25_seed78_compressed.png,33.52,0.9732
6,0.25,4.0,79,original_seed79.png,step6_ratio0.25_seed79_compressed.png,31.74,0.9718
6,0.25,4.0,80,original_seed80.png,step6_ratio0.25_seed80_compressed.png,31.15,0.9724
6,0.25,4.0,81,original_seed81.png,step6_ratio0.25_seed81_compressed.png,31.54,0.9732
6,0.25,4.0,82,original_seed82.png,step6_ratio0.25_seed82_compressed.png,32.34,0.9751
6,0.25,4.0,83,original_seed83.png,step6_ratio0.25_seed83_compressed.png,33.46,0.9761
6,0.25,4.0,84,original_seed84.png,step6_ratio0.25_seed84_compressed.png,31.64,0.9688
6,0.25,4.0,85,original_seed85.png,step6_ratio0.25_seed85_compressed.png,28.92,0.969
6,0.25,4.0,86,original_seed86.png,step6_ratio0.25_seed86_compressed.png,29.26,0.9665
6,0.25,4.0,87,original_seed87.png,step6_ratio0.25_seed87_compressed.png,28.73,0.9623
6,0.25,4.0,88,original_seed88.png,step6_ratio0.25_seed88_compressed.png,29.78,0.965
6,0.25,4.0,89,original_seed89.png,step6_ratio0.25_seed89_compressed.png,32.28,0.9749
6,0.25,4.0,90,original_seed90.png,step6_ratio0.25_seed90_compressed.png,31.81,0.9746
6,0.25,4.0,91,original_seed91.png,step6_ratio0.25_seed91_compressed.png,29.92,0.9631
8,1.0,1.0,42,original_seed42.png,step8_ratio1.0_seed42_compressed.png,23.54,0.8474
8,1.0,1.0,43,original_seed43.png,step8_ratio1.0_seed43_compressed.png,23.61,0.855
8,1.0,1.0,44,original_seed44.png,step8_ratio1.0_seed44_compressed.png,23.58,0.8466
8,1.0,1.0,45,original_seed45.png,step8_ratio1.0_seed45_compressed.png,22.19,0.808
8,1.0,1.0,46,original_seed46.png,step8_ratio1.0_seed46_compressed.png,24.0,0.864
8,1.0,1.0,47,original_seed47.png,step8_ratio1.0_seed47_compressed.png,23.65,0.8522
8,1.0,1.0,48,original_seed48.png,step8_ratio1.0_seed48_compressed.png,21.98,0.8201
8,1.0,1.0,49,original_seed49.png,step8_ratio1.0_seed49_compressed.png,24.83,0.8521
8,1.0,1.0,50,original_seed50.png,step8_ratio1.0_seed50_compressed.png,24.36,0.8557
8,1.0,1.0,51,original_seed51.png,step8_ratio1.0_seed51_compressed.png,22.66,0.8111
8,1.0,1.0,52,original_seed52.png,step8_ratio1.0_seed52_compressed.png,23.14,0.8343
8,1.0,1.0,53,original_seed53.png,step8_ratio1.0_seed53_compressed.png,22.26,0.8405
8,1.0,1.0,54,original_seed54.png,step8_ratio1.0_seed54_compressed.png,23.98,0.8333
8,1.0,1.0,55,original_seed55.png,step8_ratio1.0_seed55_compressed.png,23.93,0.8505
8,1.0,1.0,56,original_seed56.png,step8_ratio1.0_seed56_compressed.png,23.49,0.8483
8,1.0,1.0,57,original_seed57.png,step8_ratio1.0_seed57_compressed.png,23.12,0.8313
8,1.0,1.0,58,original_seed58.png,step8_ratio1.0_seed58_compressed.png,23.07,0.8264
8,1.0,1.0,59,original_seed59.png,step8_ratio1.0_seed59_compressed.png,23.37,0.808
8,1.0,1.0,60,original_seed60.png,step8_ratio1.0_seed60_compressed.png,22.7,0.8241
8,1.0,1.0,61,original_seed61.png,step8_ratio1.0_seed61_compressed.png,22.43,0.826
8,1.0,1.0,62,original_seed62.png,step8_ratio1.0_seed62_compressed.png,23.54,0.8314
8,1.0,1.0,63,original_seed63.png,step8_ratio1.0_seed63_compressed.png,22.89,0.8023
8,1.0,1.0,64,original_seed64.png,step8_ratio1.0_seed64_compressed.png,23.51,0.8356
8,1.0,1.0,65,original_seed65.png,step8_ratio1.0_seed65_compressed.png,22.58,0.8343
8,1.0,1.0,66,original_seed66.png,step8_ratio1.0_seed66_compressed.png,22.47,0.8431
8,1.0,1.0,67,original_seed67.png,step8_ratio1.0_seed67_compressed.png,23.91,0.8341
8,1.0,1.0,68,original_seed68.png,step8_ratio1.0_seed68_compressed.png,22.36,0.8348
8,1.0,1.0,69,original_seed69.png,step8_ratio1.0_seed69_compressed.png,24.21,0.8393
8,1.0,1.0,70,original_seed70.png,step8_ratio1.0_seed70_compressed.png,22.42,0.8377
8,1.0,1.0,71,original_seed71.png,step8_ratio1.0_seed71_compressed.png,22.95,0.8237
8,1.0,1.0,72,original_seed72.png,step8_ratio1.0_seed72_compressed.png,25.07,0.8746
8,1.0,1.0,73,original_seed73.png,step8_ratio1.0_seed73_compressed.png,22.51,0.8319
8,1.0,1.0,74,original_seed74.png,step8_ratio1.0_seed74_compressed.png,23.11,0.8514
8,1.0,1.0,75,original_seed75.png,step8_ratio1.0_seed75_compressed.png,24.29,0.8636
8,1.0,1.0,76,original_seed76.png,step8_ratio1.0_seed76_compressed.png,23.1,0.8456
8,1.0,1.0,77,original_seed77.png,step8_ratio1.0_seed77_compressed.png,22.51,0.8327
8,1.0,1.0,78,original_seed78.png,step8_ratio1.0_seed78_compressed.png,24.33,0.8228
8,1.0,1.0,79,original_seed79.png,step8_ratio1.0_seed79_compressed.png,23.02,0.838
8,1.0,1.0,80,original_seed80.png,step8_ratio1.0_seed80_compressed.png,23.18,0.8421
8,1.0,1.0,81,original_seed81.png,step8_ratio1.0_seed81_compressed.png,23.51,0.8412
8,1.0,1.0,82,original_seed82.png,step8_ratio1.0_seed82_compressed.png,22.02,0.8146
8,1.0,1.0,83,original_seed83.png,step8_ratio1.0_seed83_compressed.png,23.82,0.8294
8,1.0,1.0,84,original_seed84.png,step8_ratio1.0_seed84_compressed.png,22.51,0.8062
8,1.0,1.0,85,original_seed85.png,step8_ratio1.0_seed85_compressed.png,22.62,0.8313
8,1.0,1.0,86,original_seed86.png,step8_ratio1.0_seed86_compressed.png,23.3,0.8429
8,1.0,1.0,87,original_seed87.png,step8_ratio1.0_seed87_compressed.png,21.95,0.8156
8,1.0,1.0,88,original_seed88.png,step8_ratio1.0_seed88_compressed.png,23.03,0.8299
8,1.0,1.0,89,original_seed89.png,step8_ratio1.0_seed89_compressed.png,23.71,0.8478
8,1.0,1.0,90,original_seed90.png,step8_ratio1.0_seed90_compressed.png,23.6,0.8463
8,1.0,1.0,91,original_seed91.png,step8_ratio1.0_seed91_compressed.png,23.37,0.8342
8,0.9,1.11,42,original_seed42.png,step8_ratio0.9_seed42_compressed.png,24.28,0.8705
8,0.9,1.11,43,original_seed43.png,step8_ratio0.9_seed43_compressed.png,24.28,0.8699
8,0.9,1.11,44,original_seed44.png,step8_ratio0.9_seed44_compressed.png,24.35,0.8647
8,0.9,1.11,45,original_seed45.png,step8_ratio0.9_seed45_compressed.png,22.61,0.822
8,0.9,1.11,46,original_seed46.png,step8_ratio0.9_seed46_compressed.png,24.82,0.8846
8,0.9,1.11,47,original_seed47.png,step8_ratio0.9_seed47_compressed.png,24.27,0.873
8,0.9,1.11,48,original_seed48.png,step8_ratio0.9_seed48_compressed.png,22.55,0.8352
8,0.9,1.11,49,original_seed49.png,step8_ratio0.9_seed49_compressed.png,25.98,0.884
8,0.9,1.11,50,original_seed50.png,step8_ratio0.9_seed50_compressed.png,25.44,0.8763
8,0.9,1.11,51,original_seed51.png,step8_ratio0.9_seed51_compressed.png,24.14,0.85
8,0.9,1.11,52,original_seed52.png,step8_ratio0.9_seed52_compressed.png,24.13,0.8612
8,0.9,1.11,53,original_seed53.png,step8_ratio0.9_seed53_compressed.png,23.65,0.8717
8,0.9,1.11,54,original_seed54.png,step8_ratio0.9_seed54_compressed.png,25.33,0.875
8,0.9,1.11,55,original_seed55.png,step8_ratio0.9_seed55_compressed.png,25.04,0.8753
8,0.9,1.11,56,original_seed56.png,step8_ratio0.9_seed56_compressed.png,23.96,0.8652
8,0.9,1.11,57,original_seed57.png,step8_ratio0.9_seed57_compressed.png,23.64,0.8413
8,0.9,1.11,58,original_seed58.png,step8_ratio0.9_seed58_compressed.png,23.53,0.8435
8,0.9,1.11,59,original_seed59.png,step8_ratio0.9_seed59_compressed.png,23.92,0.834
8,0.9,1.11,60,original_seed60.png,step8_ratio0.9_seed60_compressed.png,23.57,0.8481
8,0.9,1.11,61,original_seed61.png,step8_ratio0.9_seed61_compressed.png,23.45,0.8574
8,0.9,1.11,62,original_seed62.png,step8_ratio0.9_seed62_compressed.png,24.16,0.8557
8,0.9,1.11,63,original_seed63.png,step8_ratio0.9_seed63_compressed.png,23.4,0.837
8,0.9,1.11,64,original_seed64.png,step8_ratio0.9_seed64_compressed.png,24.26,0.8664
8,0.9,1.11,65,original_seed65.png,step8_ratio0.9_seed65_compressed.png,23.79,0.8664
8,0.9,1.11,66,original_seed66.png,step8_ratio0.9_seed66_compressed.png,23.4,0.8654
8,0.9,1.11,67,original_seed67.png,step8_ratio0.9_seed67_compressed.png,24.13,0.849
8,0.9,1.11,68,original_seed68.png,step8_ratio0.9_seed68_compressed.png,23.04,0.8559
8,0.9,1.11,69,original_seed69.png,step8_ratio0.9_seed69_compressed.png,25.12,0.8683
8,0.9,1.11,70,original_seed70.png,step8_ratio0.9_seed70_compressed.png,23.52,0.8598
8,0.9,1.11,71,original_seed71.png,step8_ratio0.9_seed71_compressed.png,23.25,0.8451
8,0.9,1.11,72,original_seed72.png,step8_ratio0.9_seed72_compressed.png,25.54,0.8854
8,0.9,1.11,73,original_seed73.png,step8_ratio0.9_seed73_compressed.png,22.28,0.8352
8,0.9,1.11,74,original_seed74.png,step8_ratio0.9_seed74_compressed.png,24.69,0.8751
8,0.9,1.11,75,original_seed75.png,step8_ratio0.9_seed75_compressed.png,25.52,0.8893
8,0.9,1.11,76,original_seed76.png,step8_ratio0.9_seed76_compressed.png,24.42,0.8704
8,0.9,1.11,77,original_seed77.png,step8_ratio0.9_seed77_compressed.png,23.68,0.8639
8,0.9,1.11,78,original_seed78.png,step8_ratio0.9_seed78_compressed.png,25.09,0.8506
8,0.9,1.11,79,original_seed79.png,step8_ratio0.9_seed79_compressed.png,23.99,0.8585
8,0.9,1.11,80,original_seed80.png,step8_ratio0.9_seed80_compressed.png,24.21,0.8739
8,0.9,1.11,81,original_seed81.png,step8_ratio0.9_seed81_compressed.png,24.81,0.869
8,0.9,1.11,82,original_seed82.png,step8_ratio0.9_seed82_compressed.png,23.29,0.8444
8,0.9,1.11,83,original_seed83.png,step8_ratio0.9_seed83_compressed.png,24.79,0.8741
8,0.9,1.11,84,original_seed84.png,step8_ratio0.9_seed84_compressed.png,23.25,0.8366
8,0.9,1.11,85,original_seed85.png,step8_ratio0.9_seed85_compressed.png,23.25,0.8499
8,0.9,1.11,86,original_seed86.png,step8_ratio0.9_seed86_compressed.png,23.6,0.865
8,0.9,1.11,87,original_seed87.png,step8_ratio0.9_seed87_compressed.png,22.81,0.8447
8,0.9,1.11,88,original_seed88.png,step8_ratio0.9_seed88_compressed.png,23.66,0.8417
8,0.9,1.11,89,original_seed89.png,step8_ratio0.9_seed89_compressed.png,24.28,0.8681
8,0.9,1.11,90,original_seed90.png,step8_ratio0.9_seed90_compressed.png,24.28,0.8696
8,0.9,1.11,91,original_seed91.png,step8_ratio0.9_seed91_compressed.png,24.68,0.8645
8,0.8,1.25,42,original_seed42.png,step8_ratio0.8_seed42_compressed.png,25.83,0.9034
8,0.8,1.25,43,original_seed43.png,step8_ratio0.8_seed43_compressed.png,25.32,0.8963
8,0.8,1.25,44,original_seed44.png,step8_ratio0.8_seed44_compressed.png,25.03,0.8856
8,0.8,1.25,45,original_seed45.png,step8_ratio0.8_seed45_compressed.png,23.05,0.8342
8,0.8,1.25,46,original_seed46.png,step8_ratio0.8_seed46_compressed.png,25.26,0.8972
8,0.8,1.25,47,original_seed47.png,step8_ratio0.8_seed47_compressed.png,25.51,0.8976
8,0.8,1.25,48,original_seed48.png,step8_ratio0.8_seed48_compressed.png,23.04,0.8595
8,0.8,1.25,49,original_seed49.png,step8_ratio0.8_seed49_compressed.png,26.09,0.8971
8,0.8,1.25,50,original_seed50.png,step8_ratio0.8_seed50_compressed.png,26.55,0.9016
8,0.8,1.25,51,original_seed51.png,step8_ratio0.8_seed51_compressed.png,25.39,0.8836
8,0.8,1.25,52,original_seed52.png,step8_ratio0.8_seed52_compressed.png,25.64,0.8876
8,0.8,1.25,53,original_seed53.png,step8_ratio0.8_seed53_compressed.png,24.04,0.8889
8,0.8,1.25,54,original_seed54.png,step8_ratio0.8_seed54_compressed.png,25.98,0.8912
8,0.8,1.25,55,original_seed55.png,step8_ratio0.8_seed55_compressed.png,25.84,0.894
8,0.8,1.25,56,original_seed56.png,step8_ratio0.8_seed56_compressed.png,24.11,0.8889
8,0.8,1.25,57,original_seed57.png,step8_ratio0.8_seed57_compressed.png,25.07,0.8849
8,0.8,1.25,58,original_seed58.png,step8_ratio0.8_seed58_compressed.png,24.76,0.8745
8,0.8,1.25,59,original_seed59.png,step8_ratio0.8_seed59_compressed.png,24.7,0.8599
8,0.8,1.25,60,original_seed60.png,step8_ratio0.8_seed60_compressed.png,24.19,0.8737
8,0.8,1.25,61,original_seed61.png,step8_ratio0.8_seed61_compressed.png,24.95,0.8943
8,0.8,1.25,62,original_seed62.png,step8_ratio0.8_seed62_compressed.png,25.43,0.8802
8,0.8,1.25,63,original_seed63.png,step8_ratio0.8_seed63_compressed.png,24.55,0.8663
8,0.8,1.25,64,original_seed64.png,step8_ratio0.8_seed64_compressed.png,24.97,0.8881
8,0.8,1.25,65,original_seed65.png,step8_ratio0.8_seed65_compressed.png,25.06,0.8857
8,0.8,1.25,66,original_seed66.png,step8_ratio0.8_seed66_compressed.png,24.1,0.8898
8,0.8,1.25,67,original_seed67.png,step8_ratio0.8_seed67_compressed.png,26.08,0.8892
8,0.8,1.25,68,original_seed68.png,step8_ratio0.8_seed68_compressed.png,23.83,0.8844
8,0.8,1.25,69,original_seed69.png,step8_ratio0.8_seed69_compressed.png,25.95,0.8913
8,0.8,1.25,70,original_seed70.png,step8_ratio0.8_seed70_compressed.png,24.88,0.8872
8,0.8,1.25,71,original_seed71.png,step8_ratio0.8_seed71_compressed.png,24.17,0.873
8,0.8,1.25,72,original_seed72.png,step8_ratio0.8_seed72_compressed.png,26.0,0.9013
8,0.8,1.25,73,original_seed73.png,step8_ratio0.8_seed73_compressed.png,24.03,0.8664
8,0.8,1.25,74,original_seed74.png,step8_ratio0.8_seed74_compressed.png,26.2,0.9057
8,0.8,1.25,75,original_seed75.png,step8_ratio0.8_seed75_compressed.png,25.78,0.9016
8,0.8,1.25,76,original_seed76.png,step8_ratio0.8_seed76_compressed.png,25.26,0.89
8,0.8,1.25,77,original_seed77.png,step8_ratio0.8_seed77_compressed.png,24.35,0.8829
8,0.8,1.25,78,original_seed78.png,step8_ratio0.8_seed78_compressed.png,26.37,0.8797
8,0.8,1.25,79,original_seed79.png,step8_ratio0.8_seed79_compressed.png,24.1,0.8777
8,0.8,1.25,80,original_seed80.png,step8_ratio0.8_seed80_compressed.png,25.15,0.8891
8,0.8,1.25,81,original_seed81.png,step8_ratio0.8_seed81_compressed.png,25.61,0.8953
8,0.8,1.25,82,original_seed82.png,step8_ratio0.8_seed82_compressed.png,24.87,0.8744
8,0.8,1.25,83,original_seed83.png,step8_ratio0.8_seed83_compressed.png,25.99,0.8921
8,0.8,1.25,84,original_seed84.png,step8_ratio0.8_seed84_compressed.png,24.19,0.8711
8,0.8,1.25,85,original_seed85.png,step8_ratio0.8_seed85_compressed.png,24.35,0.8839
8,0.8,1.25,86,original_seed86.png,step8_ratio0.8_seed86_compressed.png,25.11,0.8917
